entityName,propertyName,propertyLabel,propertyType,nullable,length,precision,scale,unique,defaultValue,relationshipType,targetEntity,inversedBy,mappedBy,cascade,orphanRemoval,fetch,orderBy,indexType,compositeIndexWith,validationRules,validationMessage,formType,formOptions,formRequired,formReadOnly,formHelp,showInList,showInDetail,showInForm,sortable,searchable,filterable,apiReadable,apiWritable,apiGroups,allowedRoles,translationKey,formatPattern,fixtureType,fixtureOptions
Organization,agents,Agents,,1,,,,,,OneToMany,Agent,organization,,,,LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"organization:read,organization:write",,,,,{}
Organization,talks,Talks,,1,,,,,,OneToMany,Talk,organization,,,,EXTRA_LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"organization:read,organization:write",,,,,{}
Organization,talkTypes,TalkTypes,,1,,,,,,OneToMany,TalkType,organization,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"organization:read,organization:write",,,,,{}
Organization,talkMessages,TalkMessages,,1,,,,,,OneToMany,TalkMessage,organization,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"organization:read,organization:write",,,,,{}
Organization,deals,Deals,,1,,,,,,OneToMany,Deal,organization,,,,EXTRA_LAZY,"{""createdAt"": ""desc""}",,,,,EntityType,{},,,,1,1,1,1,,,1,1,"organization:read,organization:write",,,,,{}
Organization,dealStages,DealStages,,1,,,,,,OneToMany,DealStage,organization,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"organization:read,organization:write",,,,,{}
Organization,pipelines,Pipelines,,1,,,,,,OneToMany,Pipeline,organization,,,,LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"organization:read,organization:write",,,,,{}
Organization,pipelineStages,PipelineStages,,1,,,,,,OneToMany,PipelineStage,organization,,,,LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"organization:read,organization:write",,,,,{}
Organization,tasks,Tasks,,1,,,,,,OneToMany,Task,organization,,,,EXTRA_LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"organization:read,organization:write",,,,,{}
Organization,taskTypes,TaskTypes,,1,,,,,,OneToMany,TaskType,organization,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"organization:read,organization:write",,,,,{}
Organization,products,Products,,1,,,,,,OneToMany,Product,organization,,,,EXTRA_LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"organization:read,organization:write",,,,,{}
Organization,productBatches,ProductBatches,,1,,,,,,OneToMany,ProductBatch,organization,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"organization:read,organization:write",,,,,{}
Organization,productCategories,ProductCategories,,1,,,,,,OneToMany,ProductCategory,organization,,,,LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"organization:read,organization:write",,,,,{}
Organization,productLines,ProductLines,,1,,,,,,OneToMany,ProductLine,organization,,,,LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"organization:read,organization:write",,,,,{}
Organization,brands,Brands,,1,,,,,,OneToMany,Brand,organization,,,,LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"organization:read,organization:write",,,,,{}
Organization,taxCategories,TaxCategories,,1,,,,,,OneToMany,TaxCategory,organization,,,,LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"organization:read,organization:write",,,,,{}
Organization,competitors,Competitors,,1,,,,,,OneToMany,Competitor,organization,,,,LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"organization:read,organization:write",,,,,{}
Organization,tags,Tags,,1,,,,,,OneToMany,Tag,organization,,,,LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"organization:read,organization:write",,,,,{}
Organization,billingFrequencies,BillingFrequencies,,1,,,,,,OneToMany,BillingFrequency,organization,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"organization:read,organization:write",,,,,{}
Organization,calendars,Calendars,,1,,,,,,OneToMany,Calendar,organization,,,,LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"organization:read,organization:write",,,,,{}
Organization,events,Events,,1,,,,,,OneToMany,Event,organization,,,,EXTRA_LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"organization:read,organization:write",,,,,{}
Organization,workingHours,WorkingHours,,1,,,,,,OneToMany,WorkingHour,organization,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"organization:read,organization:write",,,,,{}
Organization,holidays,Holidays,,1,,,,,,OneToMany,Holiday,organization,,,,LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"organization:read,organization:write",,,,,{}
Organization,campaigns,Campaigns,,1,,,,,,OneToMany,Campaign,organization,,,,EXTRA_LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"organization:read,organization:write",,,,,{}
Organization,notificationTypes,NotificationTypes,,1,,,,,,OneToMany,NotificationType,organization,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"organization:read,organization:write",,,,,{}
Organization,leadSources,LeadSources,,1,,,,,,OneToMany,LeadSource,organization,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"organization:read,organization:write",,,,,{}
Organization,eventCategories,EventCategories,,1,,,,,,OneToMany,EventCategory,organization,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"organization:read,organization:write",,,,,{}
Organization,eventResources,EventResources,,1,,,,,,OneToMany,EventResource,organization,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"organization:read,organization:write",,,,,{}
Organization,eventResourceTypes,EventResourceTypes,,1,,,,,,OneToMany,EventResourceType,organization,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"organization:read,organization:write",,,,,{}
Organization,eventResourceBookings,EventResourceBookings,,1,,,,,,OneToMany,EventResourceBooking,organization,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"organization:read,organization:write",,,,,{}
Organization,courses,Courses,,1,,,,,,OneToMany,Course,organization,,,,LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"organization:read,organization:write",,,,,{}
Organization,lectures,Lectures,,1,,,,,,OneToMany,Lecture,organization,,"persist,remove",1,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"organization:read,organization:write",,,,,{}
Module,name,Name,string,,,,,,,,,,,,,LAZY,,simple,,"NotBlank,Length(max=255)",,TextType,{},1,,,1,1,1,1,1,,1,1,"module:read,module:write",SUPER_ADMIN,,,word,{}
Module,description,Description,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"module:read,module:write",,,,word,{}
Module,enabled,Enabled,boolean,1,,,,,,,,,,,,LAZY,,,,,,CheckboxType,{},,,,1,1,1,1,,,1,1,"module:read,module:write",,,,boolean,{}
Module,version,Version,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"module:read,module:write",,,,word,{}
User,name,Name,string,,,,,,,,,,,,,LAZY,,composite,organization,"NotBlank,Length(max=255)",,TextType,{},1,,,1,1,1,1,1,,1,1,"user:read,user:write",MANAGER,,,word,{}
User,organization,Organization,,1,,,,,,ManyToOne,Organization,users,,,,LAZY,,composite,createdAt,,,EntityType,{},,,,1,1,,1,,,1,1,"user:read,user:write",,,,,{}
User,email,Email,string,,,,,1,,,,,,,,LAZY,,simple,,"NotBlank,Email,Length(max=255)",,TextType,{},1,,,1,1,1,1,1,,1,1,"user:read,user:write",,,,word,{}
User,password,Password,string,,,,,,,,,,,,,LAZY,,,,"NotBlank,Length(max=255)",,TextType,{},1,,,1,1,1,1,1,,1,1,"user:read,user:write",,,,word,{}
User,celPhone,CelPhone,string,1,20,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"user:read,user:write",,,,word,{}
User,grantedRoles,GrantedRoles,,1,,,,,,ManyToMany,Role,,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"user:read,user:write",,,,,{}
User,profiles,Profiles,,1,,,,,,ManyToMany,Profile,users,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"user:read,user:write",,,,,{}
User,position,Position,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"user:read,user:write",,,,word,{}
User,birthDate,BirthDate,date,1,,,,,,,,,,,,LAZY,,,,,,DateType,{},,,,1,1,1,1,,,1,1,"user:read,user:write",,,,date,{}
User,gender,Gender,integer,1,,,,,,,,,,,,LAZY,,,,,,IntegerType,{},,,,1,1,1,1,,,1,1,"user:read,user:write",,,,randomNumber,{}
User,socialMedias,SocialMedias,,1,,,,,,OneToMany,SocialMedia,user,,,,LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"user:read,user:write",,,,,{}
User,lastLoginTime,LastLoginTime,datetime,1,,,,,,,,,,,,LAZY,,,,,,DateTimeType,{},,,,1,1,1,1,,,1,1,"user:read,user:write",,,,dateTime,{}
User,active,Active,boolean,1,,,,,,,,,,,,LAZY,,,,,,CheckboxType,{},,,,1,1,1,1,,,1,1,"user:read,user:write",,,,boolean,{}
User,lastPasswordChange,LastPasswordChange,datetime,1,,,,,,,,,,,,LAZY,,,,,,DateTimeType,{},,,,1,1,1,1,,,1,1,"user:read,user:write",,,,dateTime,{}
User,failedLoginAttempts,FailedLoginAttempts,integer,1,,,,,,,,,,,,LAZY,,,,,,IntegerType,{},,,,1,1,1,1,,,1,1,"user:read,user:write",,,,randomNumber,{}
User,lockedOut,LockedOut,boolean,1,,,,,,,,,,,,LAZY,,,,,,CheckboxType,{},,,,1,1,1,1,,,1,1,"user:read,user:write",,,,boolean,{}
User,profilePictureUrl,ProfilePictureUrl,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"user:read,user:write",,,,word,{}
User,avatarUrl,AvatarUrl,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"user:read,user:write",,,,word,{}
User,uiPreferences,UiPreferences,json,1,,,,,,,,,,,,LAZY,,,,,,TextareaType,{},,,,1,1,1,1,,,1,1,"user:read,user:write",,,,word,{}
User,entityPreferences,EntityPreferences,json,1,,,,,,,,,,,,LAZY,,,,,,TextareaType,{},,,,1,1,1,1,,,1,1,"user:read,user:write",,,,word,{}
User,dashboardLayout,DashboardLayout,json,1,,,,,,,,,,,,LAZY,,,,,,TextareaType,{},,,,1,1,1,1,,,1,1,"user:read,user:write",,,,word,{}
User,workflowPreferences,WorkflowPreferences,json,1,,,,,,,,,,,,LAZY,,,,,,TextareaType,{},,,,1,1,1,1,,,1,1,"user:read,user:write",,,,word,{}
User,oauthProvider,OauthProvider,string,1,50,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"user:read,user:write",,,,word,{}
User,oauthProviderId,OauthProviderId,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"user:read,user:write",,,,word,{}
User,emailVerifiedAt,EmailVerifiedAt,datetime,1,,,,,,,,,,,,LAZY,,,,,,DateTimeType,{},,,,1,1,1,1,,,1,1,"user:read,user:write",,,,dateTime,{}
User,managedContacts,ManagedContacts,,1,,,,,,OneToMany,Contact,accountManager,,,,EXTRA_LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"user:read,user:write",,,,,{}
User,contacts,Contacts,,1,,,,,,ManyToMany,Contact,accountTeam,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"user:read,user:write",,,,,{}
User,managedCompanies,ManagedCompanies,,1,,,,,,OneToMany,Company,accountManager,,,,LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"user:read,user:write",,,,,{}
User,flags,Flags,,1,,,,,,OneToMany,Flag,user,,,,LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"user:read,user:write",,,,,{}
User,agents,Agents,,1,,,,,,OneToMany,Agent,user,,,,LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"user:read,user:write",,,,,{}
User,talks,Talks,,1,,,,,,ManyToMany,Talk,users,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"user:read,user:write",,,,,{}
User,managedDeals,ManagedDeals,,1,,,,,,OneToMany,Deal,manager,,,,EXTRA_LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"user:read,user:write",,,,,{}
User,deals,Deals,,1,,,,,,ManyToMany,Deal,team,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"user:read,user:write",,,,,{}
User,managedPipelines,ManagedPipelines,,1,,,,,,OneToMany,Pipeline,manager,,,,LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"user:read,user:write",,,,,{}
User,tasks,Tasks,,1,,,,,,OneToMany,Task,user,,,,EXTRA_LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"user:read,user:write",,,,,{}
User,managedCampaigns,ManagedCampaigns,,1,,,,,,OneToMany,Campaign,manager,,,,LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"user:read,user:write",,,,,{}
User,campaigns,Campaigns,,1,,,,,,ManyToMany,Campaign,team,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"user:read,user:write",,,,,{}
User,calendars,Calendars,,1,,,,,,OneToMany,Calendar,user,,,,LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"user:read,user:write",,,,,{}
User,organizedEvents,OrganizedEvents,,1,,,,,,OneToMany,Event,organizer,,,,LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"user:read,user:write",,,,,{}
User,eventAttendances,EventAttendances,,1,,,,,,OneToMany,EventAttendee,user,,,,LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"user:read,user:write",,,,,{}
User,ownedCourses,OwnedCourses,,1,,,,,,OneToMany,Course,owner,,,,LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"user:read,user:write",,,,,{}
User,courses,Courses,,1,,,,,,OneToMany,UserCourse,user,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"user:read,user:write",,,,,{}
Role,name,Name,string,,,,,,,,,,,,,LAZY,,simple,,"NotBlank,Length(max=255)",,TextType,{},1,,,1,1,1,1,1,,1,1,"role:read,role:write",SUPER_ADMIN,,,word,{}
Role,description,Description,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"role:read,role:write",,,,word,{}
Role,priority,Priority,integer,1,,,,,,,,,,,,LAZY,,,,,,IntegerType,{},,,,1,1,1,1,,,1,1,"role:read,role:write",,,,randomNumber,{}
Role,systemRole,SystemRole,boolean,1,,,,,,,,,,,,LAZY,,,,,,CheckboxType,{},,,,1,1,1,1,,,1,1,"role:read,role:write",,,,boolean,{}
City,name,Name,string,,,,,,,,,,,,,LAZY,,simple,,"NotBlank,Length(max=255)",,TextType,{},1,,,1,1,1,1,1,,1,1,"city:read,city:write",SUPER_ADMIN,,,word,{}
City,state,State,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"city:read,city:write",,,,word,{}
City,ibgeCode,IbgeCode,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"city:read,city:write",,,,word,{}
City,country,Country,,1,,,,,,ManyToOne,Country,,,,,LAZY,,simple,,,,EntityType,{},,,,1,1,1,1,,,1,1,"city:read,city:write",,,,,{}
City,eventResources,EventResources,,1,,,,,,OneToMany,EventResource,city,,,,LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"city:read,city:write",,,,,{}
City,holidayTemplates,HolidayTemplates,,1,,,,,,OneToMany,HolidayTemplate,city,,,,LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"city:read,city:write",,,,,{}
Country,name,Name,string,,,,,,,,,,,,,LAZY,,simple,,"NotBlank,Length(max=255)",,TextType,{},1,,,1,1,1,1,1,,1,1,"country:read,country:write",SUPER_ADMIN,,,word,{}
Country,dialingCode,DialingCode,string,1,3,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"country:read,country:write",,,,word,{}
Country,holidayTemplates,HolidayTemplates,,1,,,,,,OneToMany,HolidayTemplate,country,,,,LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"country:read,country:write",,,,,{}
ProfileTemplate,name,Name,string,,,,,,,,,,,,,LAZY,,simple,,"NotBlank,Length(max=255)",,TextType,{},1,,,1,1,1,1,1,,1,1,"profiletemplate:read,profiletemplate:write",SUPER_ADMIN,,,word,{}
ProfileTemplate,grantedRoles,GrantedRoles,,1,,,,,,ManyToMany,Role,,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"profiletemplate:read,profiletemplate:write",,,,,{}
Profile,name,Name,string,,,,,,,,,,,,,LAZY,,simple,,"NotBlank,Length(max=255)",,TextType,{},1,,,1,1,1,1,1,,1,1,"profile:read,profile:write",,,,word,{}
Profile,organization,Organization,,1,,,,,,ManyToOne,Organization,profiles,,,,LAZY,,composite,createdAt,,,EntityType,{},,,,1,1,,1,,,1,1,"profile:read,profile:write",,,,,{}
Profile,description,Description,string,,,,,,,,,,,,,LAZY,,,,"NotBlank,Length(max=255)",,TextType,{},1,,,1,1,1,1,1,,1,1,"profile:read,profile:write",,,,word,{}
Profile,grantedRoles,GrantedRoles,,1,,,,,,ManyToMany,Role,,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"profile:read,profile:write",,,,,{}
Profile,users,Users,,1,,,,,,ManyToMany,User,profiles,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"profile:read,profile:write",,,,,{}
SocialMediaType,name,Name,string,,,,,,,,,,,,,LAZY,,simple,,"NotBlank,Length(max=255)",,TextType,{},1,,,1,1,1,1,1,,1,1,"socialmediatype:read,socialmediatype:write",SUPER_ADMIN,,,word,{}
SocialMediaType,url,Url,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"socialmediatype:read,socialmediatype:write",,,,word,{}
SocialMediaType,iconUrl,IconUrl,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"socialmediatype:read,socialmediatype:write",,,,word,{}
SocialMedia,name,Name,string,,,,,,,,,,,,,LAZY,,simple,,"NotBlank,Length(max=255)",,TextType,{},1,,,1,1,1,1,1,,1,1,"socialmedia:read,socialmedia:write",,,,word,{}
SocialMedia,url,Url,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"socialmedia:read,socialmedia:write",,,,word,{}
SocialMedia,apiKey,ApiKey,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"socialmedia:read,socialmedia:write",,,,word,{}
SocialMedia,socialMediaType,SocialMediaType,,1,,,,,,ManyToOne,SocialMediaType,,,,,LAZY,,simple,,,,EntityType,{},,,,1,1,1,1,,,1,1,"socialmedia:read,socialmedia:write",,,,,{}
SocialMedia,organization,Organization,,1,,,,,,ManyToOne,Organization,socialMedias,,,,LAZY,,composite,createdAt,,,EntityType,{},,,,1,1,,1,,,1,1,"socialmedia:read,socialmedia:write",,,,,{}
SocialMedia,user,User,,1,,,,,,ManyToOne,User,socialMedias,,,,LAZY,,simple,,,,EntityType,{},,,,1,1,1,1,,,1,1,"socialmedia:read,socialmedia:write",,,,,{}
SocialMedia,contact,Contact,,1,,,,,,ManyToOne,Contact,socialMedias,,,,LAZY,,simple,,,,EntityType,{},,,,1,1,1,1,,,1,1,"socialmedia:read,socialmedia:write",,,,,{}
SocialMedia,company,Company,,1,,,,,,ManyToOne,Company,socialMedias,,,,LAZY,,simple,,,,EntityType,{},,,,1,1,1,1,,,1,1,"socialmedia:read,socialmedia:write",,,,,{}
SocialMedia,campaigns,Campaigns,,1,,,,,,ManyToMany,Campaign,socialMedias,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"socialmedia:read,socialmedia:write",,,,,{}
Contact,name,Name,string,,,,,,,,,,,,,LAZY,,simple,,"NotBlank,Length(max=255)",,TextType,{},1,,,1,1,1,1,1,,1,1,"contact:read,contact:write",CLIENT,,,word,{}
Contact,organization,Organization,,,,,,,,ManyToOne,Organization,contacts,,,,LAZY,,composite,createdAt,,,EntityType,{},,,,1,1,,1,,,1,1,"contact:read,contact:write",,,,,{}
Contact,company,Company,,1,,,,,,ManyToOne,Company,contacts,,,,LAZY,,simple,,,,EntityType,{},,,,1,1,1,1,,,1,1,"contact:read,contact:write",,,,,{}
Contact,origin,Origin,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"contact:read,contact:write",,,,word,{}
Contact,accountManager,AccountManager,,1,,,,,,ManyToOne,User,managedContacts,,,,LAZY,,composite,organization|status,,,EntityType,{},,,,1,1,1,1,,,1,1,"contact:read,contact:write",,,,,{}
Contact,accountTeam,AccountTeam,,1,,,,,,ManyToMany,User,contacts,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"contact:read,contact:write",,,,,{}
